지금, 만나러 갑니다
10,장마철되면 생각날거같은영화 오랜만에 이렇게 울었던영화는 연공다음으로 첨인듯
10,진짜 너무 좋은 영화다ㅠㅠ짱짱
10,군대에서 감수성 터지게 만든 영화
10,가벼운 맘으로 봤는데 여운이 장난아닌.. 내용 연출 전부 맘에 들어요 ㅠ
9,지금 만지러갑니다...
10,정말 처음 글남기는데내가 이렇게 늦게 이 영화를 알았다니...정말 일본영화 편견을 없애주는 눈물빠지게하는 매일 생각나는 비가 좋아지는 영ㅇ화다...ㅠㅠ
10,최고의 영화 입니다 .1
9,최고의 일본영화....
10,여주인공 너무 예쁘다..실제로 결혼해서 저 남자가 바람펴서 헤어졌다던데...미친놈....진짜 여주인공 너무너무 웃음이 예쁘고 스토리도 짱짱맨이고 ㅠ.ㅠ
10,볼때마다 울어요...
10,세상에 하나뿐인 사람.사랑해
10,처음으로 평점 써보네요. 저는 이제야 봤는데 후반부에 펑펑 울었습니다. 아직 뭣도 모르는 고등학생 남자지만 너무 감동깊었네요.
10,내 인생영화에 등극..
10,이런 영화도 안보고 영화관가서 영화보는게 이해가 안간다.... 하 진짜 처음으로 영화보면서 울었네....
10,무조건 봐야하는 영화다 진짜로
10,2%가 부족한 듯 하나, 마지막에는 2%를 넘어 3%를 채워주는 영화
10,처음부터 중간까지는 '아 그냥 그렇구나' 이런식이었는데 후반부터 진짜 ㅠㅠ  감동적
10,이 영화 ㄹㅇ 졸잼 ㅋㅋ ㅂㅂㅂㄱ ㅇㅈ? ㅇ ㅇㅈ
10,마지막에 반전에 놀랬고, 미오가 자신이 죽는 미래를 알면서도 타쿠미를 진정으로 사랑해서 그 미래를 선택하는 모습이 참 짠했다...
10,아이씨ㅠㅠ일본에서 어학공부중이라 오랜만에 봤는데도 너무 감동적이네요ㅠ눈물 다빠짐
10,ost 만 mp3에 있다가 궁금해서 봤는데 진짜 명작이네...여주도 너무 이쁘다 ㅋㅋㅋㅋ
10,중요하고 아름답고 좋은 장면들이 너무너무 많아서 친구들한테 설명해주다가 결국 제발 봐!!! 봐야해 !!!! 강요하게 되는 영화
10,엄청난 기대를 하고 봤는데 내 기대를 뛰어넘어버림..
10,내 인생 최고의 영화, 가끔 우울하거나 여름이 다가올때 쯤 항상 보는 영화, 동화같은 영화, 제일 좋아하는 영화를 뽑으라면 1위로 뽑는 영화
10,영화가 끝난후에도 이유없이 눈물이 계속 나왔던 그런영화
10,두번 봐도 찐한 감동과 사랑에 대해 생각해보게하는 명작최고의 영화임^^
10,궁금증으로 가득한 110분과 한 단어로 형용할 수 없는, '감격'과 비슷한 그 어떤 감정들의 뒤섞임으로 가득했던 10분의 영화
10,와 시간이 안아까움ㄷㄷ
9,아름답다 영화보는 내내 모든게 아름답다. 순수한 사랑과 슬픔 감동 모두를 표현한 영화인듯 싶다
10,사랑하는 모습이 너무 이뻤네요ㅠ
10,진짜 말도안돼는영화 최고의영화다 !
10,꼭봐야되는 영화.사랑의힘
1,진짜 평점 믿고 보지마라 노잼이다 쪽파리
10,슬퍼서 아름다운건지 아름다워서 슬픈건지 모르겠다.확실한점은 인생에 있어서 이 영화를 보는 2시간과 보지 않는 2시간은 세상이 다르게 보일 것이라는 점.
10,아무 이유없이 눈물이 흐르는 영화...
10,비오는 날마다 생각나는영화
10,소박한 화면 속에 한 가족의 진심 어린 사랑을 너무나도 아름답게 채워 넣었다. 무슨 말이 필요한가. 내겐 세계 최고의 가족/로맨스 영화였고 그 여운은 쉽게 가시지 않는다.
10,지금 만나러 갑니다 안 본 뇌 삽니다
9,일본특유의 느낌이 정말 잘살아있다 원래 일본영화 안좋아했는대 너무 재밌게봄 ㅠㅠㅠㅠ 진심 다이어리 읽을때 소름돋는다
8,영화를 위해 존재하는, 정말 이상적인 사랑에 대한 이야기. 일본 영화 특유의 잔잔함이 좋았다.
10,10점보다 더 높은 점수를 주고싶네요
10,내 인생 최고의 멜로영화 ...한국은 이런영화 못만드나..
10,행복한,아련한,가슴아픈..
10,끝난뒤에도 잔잔한 여운과 감동이 남는 영화....
10,처음으로 리뷰를 남기네..처음부터 끝까지 슬퍼서인지 행복해서인지 안타까워서인지 눈믄을 머금고 보게되는 영화
10,인생에서 한번은 봐야할 영화다~
10,말이 필요 없음 봐야한다
10,그래도 널 사랑하겠어..
10,영화ost만들어도 너무 슬프고 눈물난다. . 여주 넘예쁘고애기넘귀엽고 넘슬퍼영화ㅜㅜ
10,입막고울었다..진심..ㅜ
10,감동적이고 아름다운 영화였습니다.
10,내가 본 일본영화중에 단연 최고.. 여운은 역대급
10,최고라고  확신합니다.
10,1년에 한번은 꼭 다시 보는듯
10,평점 처음 써보네요~ 진짜 인생영화 가슴이 아플정도로 슬프고 눈이아플정도로 울었네요....정말 보기 잘 했습니다!!!!사랑을 영화에서 배운 느낌이에요
10,10점줘도 모자라다....걍미친듯이울고 소름돋았다..
10,30대가 되서야 이 영화를 보게되었네요, 정말 최고네요 감성.
9,가슴 한 켠이 먹먹해지며 감성에 젖는 영화였습니다. '힐링'에 걸맞다는 말이 좋겠군요..
10,지금 만나러 갑니다..
10,펑펑울엇습니다진짜 ㅠ
10,대학교 1학년때 봤던 이영화는 아직도 제 인생 최고에 영화중 하나죠.. OST 지금 들어도 가슴이 저밉니다..
10,펑펑울엇어요ㅠㅠ짱이네요ㅠㅠ
10,반전 개소름ㄷㄷㄷ근데 심도있게 이해할수록 머리아프다
10,마음이 따뜻해지고 아름다운 영화입니다.사랑하는 사람의 가족의 소중함을 느끼게 해 주는 영화!
10,진부한 영화인줄 알았는데 마지막까지 보고 소름 돋음
10,잔잔한 감동 정말 좋아요
10,내가 이 영화를 왜 이제봤을까?
10,내용 다 알고 다시 보는데도 초반부터 코끝이 찡해오는 영화입니다.. 말이 필요 없는 영화...
10,마지막에 진한 감동 ㅜㅜ
4,슬프게 보다가 마지막에 확 깬 영화 결말이 너무...
10,뭐 이런 영화가 다잇나....  원래 나는 영화볼때 별감정없이 그런가보다~ 하면서 봤는데 이건 아님.. 내가 봣던 영화중에서 제일감동적이다
10,난 이거 군대에서 밤에 TV다시보기로 사람들하고 같이 봤는데 ㅋㅋ 몰래 우느라 고생했었다
10,정말 나에게 애잔하고 매료적이면서 깊은 여운을 주었다
10,운명적 멜로의 최고봉 나에게 큰 감탄을 주었다.
10,방금 보고와서 리뷰 적습니다. 제가 지금까지 본 영화중 최고의 영화였습니다 . 정말 잘 봤습니다.(이런영화또없나..)
10,그냥 울컥하게 만드는 영화죠..내용을 다 알지만 볼때마다 참 사람 어쩔 수 없게 만든다는...
10,운명적인 사랑에 대해 생각하게 만들어준 영화.. 미오와 아이오의  서로를 짝사랑했던 따뜻함이  화면 밖으로 넘쳤다  끝부분 아이오의 당신을 행복하게 해주고싶었는데 그장면은 울컥 할수밖에없었다.ㅠㅠ 최고
10,나에게도 다시 한번 기회가 왔으면
10,우주최강 이말밖에는..
10,10점을줘도 부족한영화
10,눈물 계속 나왔다.. 연출이 너무 아름다움
10,1시간지나서도 베플처럼 슬픈것도 그렇다고 재밌는 느낌도들지않았다. 2시간의러닝타임에 1시간지나도 별 느낌없었고 지루했지만, 잔잔한사랑영화 좋아해서 계속봤는데 마지막30분에서 끝내버린 영화다. 감동도있고 울진않았지만 뭉클했다. 단연 10점줄만한 영화이다
10,ost는 물론이고 진짜 펑펑 울었어요
10,이 영화는 10점으로도 부족하다
10,이제까지 본 로맨스영화 중 최고입니다. 일본은 일본이고 명작은 명작이네요. 진짜 눈물 콧물 다 빼면서 본 영화
10,알면서도 같은 산택을 하는 주인공의 마음이 자신을 초월한 것 같았다. 참.. 가슴 먹먹해서 한공안 멜로 영화 못 볼 것 같네요..
10,정말 맑고 밝은 따뜻한 영화!!!
10,난안울줄알았다... 눈물펑펑 흐아아ㅠㅠㅠ
10,내가 쓸 수 있는 표현으로는  영화에서 느낀 감정을 온전히 설명할 수 없다. 굉장히 따스한 영화였다.
10,사랑하는사람이 떠나간다면,사랑하는사람이 돌아온다면과연 나는 무엇을하고있을것인가 라는생각이들었다
10,내 인생 영화 TOP5 중 하나
10,말이 필요없는 영화 적절한 반전과 감동의 쓰나미
10,거짓말 안하고 처음 펑펑 울면서 봤던 영화!!
10,진짜 제일슬프,고 일본영화가 이렇게 슬픈지 몰랐는데 ㅜㅜㅜ그리고 비가오면 생각이나는 영화 진짜 옛날에 극장가서 봤으면 더 좋았을 텐뎅 ㅠㅠ
10,러브레터와 함께 일본영화 대표작
10,진짜 오랜만에 펑펑 울면서 봤어요ㅠㅠ
10,평점같은거 안남기는데..첫눈오는날 이영화를보게되서 정말 감동이네요..제가 지금까지본 로맨스중에 최고입니다..머랄까..뭉클하고 나의첫사랑떄도 생각나고..앞으로 두고두고 봐야겠습니다..정말 영화 너무잘봤습니다..
10,광광., . . .우럭따ㅠㅠ
10,손에 꼽히게 감동받은 영화
10,최고입니다. 너무 감동
10,이걸 1점주는 사람들은 진짜 감정에 메말랏다
10,여름이 지나기전에 꼭봐야할 영화
10,평소 사랑하는 사람의 소중함을 더욱더 일깨워준 영화입니다
10,진짜 눈물이렇게난적처음 너무감동ㅜ
10,아름다운 영화!!!!
10,영화 정말 잘봤습니다..ㅠㅠ 펑펑울면서 봤네요
10,비만오면 생각나요...
10,천번을 봐도 질리지 않는 여운이 남는 영화
9,잔잔하고 따뜻하고 눈물짓는 그런 영화
10,과연 이 영화를 보고 10점을 안줄수 있을까..
10,너무 울어서 온몸이 저릴정도다.. 대단하단 말밖에 안나와
10,좀 뻔한 내용이지만 폭풍 눈물 쏟았다 ㅠㅠㅠㅠ 내 안구에도 장마가... ㅠㅠㅠ근데 마지막에 아빠가 아빠같지 않고 형같아 보임ㅎ 아역배우들은 싱크로율 200인데 중년배우 중엔 닮은 사람이 없었나...
10,이렇게라도..  잠깐이라도..  우리곁에 다시 와줄순 없겠니..?기분이 울적해 이 영화를 다시봤어.. 참 많이 보고 싶구나..기억하기 싫은 6월이지만..  그때라도 다시 돌아가 한마디라도 이야기 나누고 싶다..  사랑한다..  너무 보고싶다..
10,엄청 울면서 봤어요 그냥 슬픈 영화인 줄 알았는데 내용도 짜임새 있었고.. 진짜ㅠㅠ 이런 명작을 이제야 본게 후회될 정도
10,무릎 꿇고 광광 울었습니다
10,내 평생의 영화 잊지못할것이다, 아니 잊지못한다
10,따뜻한듯 하다가도 몬가 가슴한구석을 아리게 하는 영화대학 강의실에서 보다 울음 꾹참았네요
10,내 인생 최고의 일본 영화...
10,추억이 아련한 최고의 멜로물
10,잘봤습니다.(재혁아 사랑해)
10,마음이 따뜻해지는 영화
10,깊은 감동을 주네요 최고
10,평생 소장하고 싶은 영화.. 진짜 사랑이 어떠한 지 느낄 수 있는 영화였어요 감동입니다...
10,끝까지 애잔한 분위기를 이어가기 힘든데 애잔한 분위기를 끝까지 이어가면서  시청자들의 마음을 더욱 몽클하게 만들었네요.. 창의성, 분위기, 인물설정 모두 최고입니다.
10,10년이 지난 영화지만 매년 다시 보게 되는 그런 영화
10,처음에 볼때는 덤덤하다 다이어리 펼치는 순간 눈물이 둑이 터지듯 줄줄 새네요..
10,음악, 배경, 배우들, 스토리가 어우려져 만든 최상의 멜로 하모니
10,울고싶을때보는영화...
10,분위기 영상미 멜로 끝판대장인듯
10,내 인생영화로 확정 .여운이 남는 영화 ㅠㅠ
10,이건 스토리나 영상미도 좋지만... 결국 제일 마지막에 남은것도, 제일 오래 남은것도 OST... 진짜 OST때문에 몇번이고 울뻔했음...
10,진짜 남잔대 눈물펑펑쏟음 일본영화 인식을깨줌
9,감동하나는 역대급이다
10,스토리 연기 ost 다 좋았다 여운이 오래 갈 영화
10,최고의영화 정말 최고  감동
2,별루에요..그저그런내용
10,새벽에 존나울었음....
10,따뜻하고 수줍고 깨끗하다. 이런 사랑이 있을까 싶었다. 이 작품으로 만났다는 그들의 이별 소식을 접하니, 역시 이런 사랑은 영화라서 가능한 거였다는 생각이 들었다. 현실은 영화처럼 아름답긴 힘들다는 것이 슬프게 느껴진다.
10,그냥 대박이다ㅠㅠㅠ10년전꺼인데도 이런 여운을 줄수있다니ㅠㅠㅠ지금 까지 살면서 인생영화라고 생각된것도 없었고 이런 깊은 여운을 준 영화도 없었는데 이 영화는 다름...진짜 내 인생영화ㅠㅠㅠㅠ
10,사스가 최강의 영화 ㅎㄷㄷ
10,감동이 있는 영화입니다
10,정말로 여운이 한 일주일 이상은 간 듯 역대급 영화
10,여름 장마철마다 다시 내게로 오는 영화..감성에 젖고 눈물로 내 옷깃을 적시며... 그렇게 이 영화는 나게로 온다.. 사랑의 결정체는 순수함 이라고 말하는 이 영화 다이어리 그리고 해바라기에서의 씬은 남자마저도 폭풍눈물을 흐르게 만든다 ㅠㅠ
10,이영화를 결혼전에보고 결혼후에 부모가되서 또보니깐 다른감동이 있네요... 이건 명작입니다.... 지구최강의영화 눈물없이 못보는 그런영화 입니다 최고입니다...
10,진짜 인생영화임ㅠ 이거보고오열했으뮤ㅠㅠ
10,영화보고 정말 재밌어서 책으로도 구입했어요 ㅠ_ㅠ
10,이걸 지금보다니.. 평생 간직해야지 맘속에..
10,나의 연애감성을 리셋해준 영화.. 이영화보고 다시 태어나기로함
10,무심코 봤는데 너무 감동적이네요. 감동이란말로 다 표현할 수 없어서 안타까워요. 너무 아름답고 여운있는 영화입니다. 최고ㅜㅜ
10,꽤 괜찮았던 일본영화.
10,동화 내용이 들어가서 유치하다고? 작가가 존재하는데 영화란 자체가 동화란 비슷한거 아닐까?
10,눈에서 땀이 쏟아졌다.
10,제 벨소리는 여전히 시간을 거슬러 입니다정말 아련한 느낌이 아직도 있네요
